block,frac_sig,run_max,area_pos,k_last
4,0.053691275167785234,2,12.730639170456874,125
8,0.04697986577181208,1,7.590253995069972,125
16,0.053691275167785234,1,5.088665044223534,125
32,0.053691275167785234,1,3.9710628905217145,125
64,0.040268456375838924,1,3.9785351712222004,125
128,0.03355704697986577,1,1.2786209570272336,125
256,0.026845637583892617,1,2.1721932426461907,125
