block,frac_sig,run_max,area_pos,k_last
4,0.7718120805369127,14,161.827011929254,148
8,0.7919463087248322,18,163.80587689757965,147
16,0.7651006711409396,14,150.9980549203745,147
32,0.7516778523489933,19,146.11423700042968,150
64,0.6845637583892618,14,133.95883369378623,150
128,0.5033557046979866,13,83.35275567957763,150
256,0.3087248322147651,5,48.74572235729018,147
