k,rho_prime,block_mean,block_std,z
38,0.007999596658954337,0.0008816731770916011,0.0032446420271491252,2.193746928722622
39,0.00892856326651754,-0.0005290722574166332,0.0036767415615047176,2.572287272773017
40,0.011514174231506441,0.00034505742642184934,0.0036565362511244374,3.0545620330305567
41,0.010847363852343018,-5.8962767832115234e-05,0.003352930667682714,3.2527742745461365
42,0.006609944668229523,-0.0004797567482356106,0.0038855249497805598,1.8246444195051519
43,0.012912411103373655,-0.0007556482395835917,0.00386706322220447,3.534480446162861
44,0.005981281145123417,0.00048158804870800033,0.002718742936309959,2.0228808773954667
45,0.01171486822025205,-0.00010361132275435754,0.003555726917921803,3.32378717933544
46,0.006435954471831581,-0.00039662099227478283,0.003367970989811966,2.0286918992992358
47,0.013909256834381116,-0.000610194228276741,0.0032662219969950925,4.44533503112026
48,0.009388844586193209,-0.00033638064187998054,0.0030998420945800203,3.1373292352786133
49,0.008572333463778146,0.0001498779443330452,0.0035317463287752437,2.38478495774805
50,0.006761770269518088,0.0004061986584212143,0.003663007898971694,1.7350690433621656
51,0.006038275701837798,0.000763126322213514,0.0038923449071095453,1.355262574493073
52,0.00963332215926401,-0.0017706104985152728,0.0034418315928189357,3.3133325528107003
53,0.001779607613168666,-0.0001231141812479439,0.0037752281016671867,0.5040018094738024
54,0.013466947667814168,-0.0005142843269339822,0.003837476313642943,3.6433402715848087
55,0.008928560744626921,0.0005647048849707412,0.0034346161161166195,2.435164681260755
56,0.00625981464824544,0.00038543930172032506,0.0025405856545682587,2.31221306629136
57,0.013512482834454918,-0.00010724258099415918,0.00375807795060667,3.6241199875192667
58,0.006609628512368389,0.0008871073315508449,0.0034669550359065094,1.6505899619552664
59,0.007880854385232892,-0.0006480660042299636,0.0030956551481239594,2.7551261304514436
60,0.009561735815007296,0.0012206645056389858,0.002545410214897838,3.2769065121800365
61,0.011272875841925363,-0.0002529900296794543,0.00401229632248114,2.872635754000693
62,0.008427956284865078,0.00022499661414572103,0.0036820528417689487,2.2278223651941005
63,0.005382278237800187,-0.000385079587864524,0.0031936835475034355,1.805863899750859
64,0.01072871972137713,-0.0001660755332417675,0.003704261759858349,2.9411515602600167
65,0.012813344453882531,-0.0007155540423013449,0.0034445975446734615,3.9275701502790157
66,0.007225371388598513,-0.0009493662696324762,0.0031378342504291227,2.6052165301953187
67,0.009659175771948978,0.0002646526253577567,0.003794170840345712,2.4760411541550993
68,0.006309595990051943,0.00040127657089303044,0.0034869845232285914,1.6943922118955699
69,0.012137547085706505,0.0001752879093079178,0.0037721237653353342,3.171226587613083
70,0.010865920339866067,-0.00010313415974904783,0.0038602630447259778,2.841530323847078
71,0.012580248692902724,-4.961551195100703e-05,0.0037665493581785494,3.3531657238022645
72,0.004356812184620779,0.0007297942118300345,0.00377933808724432,0.9596966159318551
73,0.005683986041587298,-0.00045929214099432654,0.003256647645769113,1.8863809815479082
74,0.009557093818301656,-0.0005984170023268139,0.003835837186354062,2.6475343783507186
75,0.006754190664902623,-5.724511677143012e-05,0.003761156246719412,1.8109951660782988
76,0.007333211547963491,0.0007368197965405362,0.0028724708388680625,2.2964173081117703
77,0.015122511754260897,-0.0012703290287785845,0.003518676045424627,4.658809328115122
78,0.00414250777209974,0.0007283807908748264,0.004139708185049577,0.8247264852036971
79,0.003426264959292679,0.0002880563065736235,0.0038964749373829855,0.8053968530917309
80,0.006809973605064836,0.0004608006817427664,0.0034056385710421007,1.8643120198686467
81,0.00391169382090431,-0.0012647539594722158,0.00365977243585863,1.414417937480876
82,0.010652189480702687,0.0006823019340354712,0.0036330798379810457,2.744197207680309
83,0.007599063867814626,0.0008056016588460877,0.0039051712395976614,1.7396067399258144
84,0.012099426186023127,-0.0006292986308806665,0.0030004817049018107,4.242227105104224
85,0.01639178395552121,0.0002169697829911716,0.004381484432700637,3.6916288123293155
86,0.009335053496246732,0.0005240969987538355,0.0032416481554280807,2.7180483738616457
87,0.008724684929885823,-0.0008225741847667884,0.003016351866902828,3.165167571930419
88,0.011004180603823044,0.0006214940778845847,0.0031306841586300977,3.316427336599052
89,0.011845591515443283,-0.0006295483256546491,0.003812442322308276,3.272217331158141
90,0.003973921465893673,-0.0007075868927105063,0.0036293673511948836,1.289896531709005
91,0.008380859249007614,0.001160838416620282,0.0031359399750988735,2.302346629628869
92,0.005140600499772546,0.0004030327471467928,0.003102588943418723,1.526972421749643
93,0.013387112936408941,0.0006412201661641566,0.00374960996070856,3.39925829721132
94,0.007950742595898898,-0.0011778287953414625,0.0033649573858075075,2.7128341742876865
95,0.011255922990280802,-0.0006432307417593677,0.004081323548568089,2.9155134579357043
96,0.012995681403545862,-0.0002810063180857364,0.00411916575562677,3.2231496641026594
97,0.011850498207536161,0.0007823098635095455,0.0033849321911705362,3.2698404927866958
98,0.01321559633100381,0.00036678947968437107,0.002931380808809203,4.383192662211271
99,0.004834517415791542,0.0004009329479513893,0.0029917476153146095,1.481937996756428
100,0.008824721997158148,0.0009086184067035446,0.0030981108635979356,2.555138902053808
101,0.002886694381617771,0.0008888071860203157,0.004500526100035073,0.44392303281651585
102,0.011082570876560664,-0.00037552023461194723,0.0036786077454095865,3.11479013370501
103,0.0073163818000423365,0.0005583672044160794,0.004150170173209214,1.6283704796616731
104,0.016268312697996286,-0.0008704558354779064,0.004000524480917691,4.2841303972079885
105,0.004706756227968728,0.0004441823175991455,0.0037609470762593913,1.133377796586573
106,0.015275435217595265,0.0002338714822439861,0.003266294435122255,4.605085069371061
107,0.005827811702372907,-0.001261437148131299,0.003724817164067445,1.903247471820295
108,0.007636813785897004,-1.3571527145587075e-06,0.003621371842896027,2.1091926678546447
109,0.0029986845631505186,0.0008550003876326167,0.0034953851638503076,0.6132898307425861
110,0.012967743350439922,0.0001548289182472857,0.0035464637109148853,3.6128705878925444
111,0.017440162899685644,0.0004766222456068895,0.002939961881911016,5.769986596918807
112,0.010181853186743814,0.000316677447212307,0.0037489451164360176,2.6314537644952143
113,0.004533585767402662,-0.0005141937498132886,0.00392636340765124,1.2856118991378704
114,0.015509792780205435,-0.00013659604867084126,0.0027157623309125157,5.761324785596749
115,0.005910740589579041,0.000618476587071173,0.003757037600937196,1.4086268397174704
116,0.014570752652801026,-0.00012318899184915924,0.0031274631350582133,4.698358065338692
117,0.008037162422879359,-0.00046408776870377546,0.0034667252538546317,2.452242265847472
118,0.00704013988899862,0.00042387658923239156,0.0034980047171941676,1.8914392159748974
119,0.004610403127969894,-0.0009226299509596215,0.0032574572310061192,1.69857428249965
120,0.005134141208769427,-0.0007537846293664117,0.003002349719655819,1.961105929661923
121,0.013143104224980804,0.00221355217849413,0.00409951244046885,2.666061441500758
122,0.005453677830685425,0.0005860916167205565,0.003469162346142475,1.4031013046643281
123,0.00660655736249493,-1.4755010090524399e-05,0.003302112106894599,2.005174917823225
124,0.01689919514872133,0.0005043841443346177,0.004071141600297848,4.027079530514795
125,0.018891044152173003,0.0004623104310600856,0.0027473643878668805,6.707786488934374
126,0.004957285613859795,-0.0005799958512173534,0.0033897220362001097,1.6335503046982756
127,0.007843449730168683,-0.00036584972391015904,0.0030730526295240958,2.671382642525769
128,0.009271451761766143,0.0015151971057250806,0.0036758424524609397,2.1100617766815137
129,0.006693896987550109,3.792394264004657e-05,0.004120905989292897,1.615172261197872
130,0.012947441237792276,0.0002478016866710752,0.003245323300418881,3.9132124523562974
131,0.010167541171788681,0.00023483879968483326,0.0023992150144290323,4.139980081971787
132,0.0036977992921781683,0.0006482837807493616,0.004660337596644706,0.6543550650975071
133,0.009344486695848178,8.189395939493399e-05,0.0040551479650218795,2.284156537899171
134,0.010507720574712108,-0.0004763139587053456,0.002988826645432816,3.675032324207227
135,0.0015804240751165729,0.00013558193981526908,0.0031593975505398494,0.45731571041270896
136,0.010427811970045817,-0.00024899314631762737,0.003829025193758252,2.78838727250159
137,0.010426584462790697,-0.0007986058780590814,0.003538142183680551,3.172622737612195
138,0.0091479404481494,0.00026353484372576455,0.004251575497626013,2.0896737243368944
139,0.011286216528812306,0.00047479432873013215,0.0038809768662332565,2.7857476539341937
140,0.011471011633077375,0.000484909596203663,0.0035685584660929085,3.0785826101097946
141,0.009642493440247755,0.00027499339358468824,0.0030680583720657504,3.053233971019869
142,0.009102828122864965,0.0010033307518818645,0.002811891899490821,2.880444078397808
143,0.009239652527510033,-0.0007429011336223058,0.0032868402734791153,3.0371277064114293
144,0.009738782762446888,-0.00029266486381846504,0.004369606691867503,2.295732392788438
145,0.009532407432890307,-0.000497544536495815,0.003802222456970889,2.637918239370105
146,0.007624025604143897,0.0016617220675447105,0.003005285723271196,1.9839389946954307
147,0.008735114422893611,-0.000568633992260875,0.0034965145910217767,2.6608636037282136
148,0.010236720187707781,0.00135618184792478,0.003082033863097964,2.881388957503719
149,0.003865039935505546,-0.001056213146749178,0.003194976434980502,1.540309665002195
150,0.005437567265530974,-0.0012924772851434388,0.004146840838106272,1.6229329297692088
